Source File Path,Attachment Count,Images Count,RichMedia Count,Bookmark Count,Hyperlink Count,Comments Count,Highligted Text Count,Metadata Count,Status

C:\laragon\www\mowahadah\storage\EMAAR ALMUAHADA (1).pdf,0,1,0,0,0,0,0,0,Completed
